Structure #,Bandgap,Enthalpy,Total Energy,Theta,Phi,Length1,Length2,Length3,Length4,Length5,Length6,a,b,c,Volume,logi,logo,log1,log2,log3,loga,logb,logc
b0.0200-c0.0200,1.728600,-15780.883541,-15780.883541,11.542971,9.767316,3.200562,3.303144,3.274050,3.200550,3.303143,3.274052,9.436300,12.446451,8.561482,1005.532694,2.446077,2.279042,1.163326,1.194875,1.186028,2.244564,2.521435,2.147273
b0.0200-c0.0250,1.718400,-15780.868705,-15780.868705,11.717224,9.752690,3.199398,3.311796,3.272776,3.199385,3.311794,3.272778,9.484700,12.446451,8.517801,1005.533618,2.461060,2.277543,1.162963,1.197491,1.185639,2.249680,2.521435,2.142158
b0.0200-c0.0300,1.710800,-15780.850525,-15780.850525,11.839525,9.734706,3.198737,3.317042,3.273871,3.198725,3.317040,3.273873,9.533600,12.446451,8.474120,1005.534651,2.471444,2.275697,1.162756,1.199073,1.185973,2.254822,2.521435,2.137017
b0.0250-c-0.0300,1.817700,-15780.907755,-15780.907755,9.644808,10.907206,3.210378,3.273566,3.282544,3.210366,3.273564,3.282546,9.024200,12.382948,8.998292,1005.524964,2.266420,2.389424,1.166389,1.185880,1.188619,2.199910,2.516320,2.197035
b0.0250-c-0.0250,1.803500,-15780.912886,-15780.912886,9.913301,10.816964,3.207872,3.279797,3.279031,3.207860,3.279795,3.279033,9.068200,12.382948,8.954611,1005.522692,2.293877,2.381116,1.165608,1.187782,1.187548,2.204774,2.516320,2.192169
b0.0250-c-0.0200,1.807800,-15780.914202,-15780.914203,10.104328,10.877679,3.208381,3.271021,3.289712,3.208370,3.271019,3.289714,9.112700,12.382948,8.910930,1005.527993,2.312964,2.386713,1.165767,1.185102,1.190800,2.209669,2.516320,2.187279
b0.0250-c-0.0150,1.781000,-15780.915801,-15780.915801,10.297092,10.842251,3.207133,3.290122,3.273798,3.207121,3.290120,3.273800,9.157600,12.382948,8.867249,1005.529075,2.331862,2.383451,1.165377,1.190925,1.185951,2.214584,2.516320,2.182365
b0.0250-c-0.0100,1.778300,-15780.915015,-15780.915015,10.409961,10.816240,3.206305,3.288674,3.279244,3.206293,3.288672,3.279246,9.202900,12.382948,8.823568,1005.525289,2.342763,2.381049,1.165119,1.190484,1.187613,2.219519,2.516320,2.177426
b0.0250-c-0.0050,1.761400,-15780.906879,-15780.906879,10.764378,10.795397,3.204830,3.295052,3.271137,3.204818,3.295051,3.271139,9.248700,12.382948,8.779887,1005.526857,2.376242,2.379120,1.164659,1.192422,1.185138,2.224483,2.516320,2.172464
b0.0250-c0.0000,1.757300,-15780.902323,-15780.902323,10.852552,10.762795,3.203987,3.294099,3.275942,3.203975,3.294097,3.275944,9.295000,12.382948,8.736206,1005.532969,2.384400,2.376095,1.164396,1.192133,1.186605,2.229477,2.516320,2.167476
b0.0250-c0.0050,1.750100,-15780.894907,-15780.894906,10.933922,10.715950,3.203046,3.295993,3.278344,3.203034,3.295991,3.278346,9.341700,12.382948,8.692525,1005.532050,2.391870,2.371733,1.164102,1.192707,1.187338,2.234488,2.516320,2.162463
b0.0250-c0.0100,1.740400,-15780.884834,-15780.884834,11.077074,10.539256,3.199443,3.298312,3.281279,3.199431,3.298310,3.281281,9.388800,12.382948,8.648844,1005.523449,2.404878,2.355107,1.162977,1.193411,1.188233,2.239517,2.516320,2.157426
b0.0250-c0.0150,1.725800,-15780.871693,-15780.871693,11.230230,10.327246,3.195154,3.304425,3.280769,3.195142,3.304423,3.280771,9.436500,12.382948,8.605163,1005.527831,2.418609,2.334786,1.161635,1.195262,1.188078,2.244585,2.516320,2.152362
b0.0250-c0.0200,1.712900,-15780.856062,-15780.856062,11.375694,10.147192,3.191474,3.310086,3.281099,3.191462,3.310084,3.281101,9.484600,12.382948,8.561482,1005.523017,2.431479,2.317197,1.160483,1.196974,1.188179,2.249669,2.516320,2.147273
b0.0250-c0.0250,1.703600,-15780.839244,-15780.839244,11.520754,10.206767,3.192140,3.320626,3.278760,3.192128,3.320624,3.278762,9.533300,12.382948,8.517801,1005.529453,2.444150,2.323051,1.160691,1.200153,1.187465,2.254791,2.516320,2.142158
b0.0250-c0.0300,1.691300,-15780.818019,-15780.818019,11.663394,10.015427,3.188123,3.325155,3.279965,3.188111,3.325154,3.279967,9.582400,12.382948,8.474120,1005.525180,2.456455,2.304127,1.159432,1.201516,1.187833,2.259928,2.516320,2.137017
b0.0300-c-0.0300,1.798800,-15780.892634,-15780.892634,9.679548,11.164552,3.199516,3.285423,3.286952,3.199504,3.285421,3.286954,9.070700,12.319446,8.998292,1005.523136,2.270015,2.412744,1.163000,1.189495,1.189961,2.205049,2.511179,2.197035
b0.0300-c-0.0250,1.791600,-15780.896201,-15780.896201,9.808745,11.237384,3.200441,3.287087,3.286644,3.200429,3.287085,3.286646,9.115000,12.319446,8.954611,1005.528947,2.283274,2.419246,1.163289,1.190002,1.189867,2.209921,2.511179,2.192169
b0.0300-c-0.0200,1.787900,-15780.897037,-15780.897037,10.003723,11.256437,3.200130,3.285652,3.290666,3.200118,3.285650,3.290668,9.159700,12.319446,8.910930,1005.530992,2.302957,2.420940,1.163192,1.189565,1.191090,2.214813,2.511179,2.187279
b0.0300-c-0.0150,1.762600,-15780.894785,-15780.894785,10.227592,11.209865,3.198509,3.302249,3.275957,3.198497,3.302247,3.275959,9.204800,12.319446,8.867249,1005.528624,2.325089,2.416794,1.162685,1.194604,1.186610,2.219725,2.511179,2.182365
b0.0300-c-0.0100,1.765200,-15780.893483,-15780.893483,10.328412,11.146022,3.196973,3.296205,3.287269,3.196961,3.296203,3.287271,9.250300,12.319446,8.823568,1005.521198,2.334899,2.411083,1.162204,1.192772,1.190057,2.224656,2.511179,2.177426
b0.0300-c-0.0050,1.744800,-15780.883273,-15780.883273,10.659456,11.083531,3.194506,3.305495,3.276351,3.194494,3.305493,3.276353,9.296400,12.319446,8.779887,1005.529701,2.366447,2.405460,1.161432,1.195586,1.186730,2.229627,2.511179,2.172464
b0.0300-c0.0000,1.740700,-15780.876525,-15780.876525,10.713520,11.131651,3.195347,3.305962,3.279298,3.195335,3.305960,3.279300,9.342900,12.319446,8.736206,1005.531638,2.371506,2.409793,1.161696,1.195728,1.187629,2.234617,2.511179,2.167476
b0.0300-c0.0050,1.736800,-15780.867201,-15780.867201,10.799967,11.088772,3.194373,3.304358,3.284757,3.194362,3.304356,3.284758,9.389800,12.319446,8.692525,1005.526364,2.379543,2.405933,1.161391,1.195242,1.189293,2.239624,2.511179,2.162463
b0.0300-c0.0100,1.723100,-15780.855489,-15780.855489,10.951319,10.903409,3.190388,3.309977,3.284824,3.190376,3.309975,3.284825,9.437200,12.319446,8.648844,1005.523889,2.393460,2.389075,1.160143,1.196941,1.189313,2.244659,2.511179,2.157426
b0.0300-c0.0150,1.711200,-15780.840801,-15780.840801,11.084787,10.752199,3.187193,3.314652,3.285924,3.187181,3.314651,3.285926,9.485100,12.319446,8.605163,1005.523405,2.405574,2.375110,1.159141,1.198353,1.189648,2.249722,2.511179,2.152362
b0.0300-c0.0200,1.699000,-15780.823102,-15780.823102,11.220644,10.592354,3.183829,3.319549,3.286922,3.183817,3.319548,3.286924,9.533500,12.319446,8.561482,1005.524104,2.417755,2.360132,1.158084,1.199829,1.189951,2.254812,2.511179,2.147273
b0.0300-c0.0250,1.689100,-15780.803654,-15780.803654,11.386343,10.494016,3.181391,3.325914,3.288111,3.181379,3.325912,3.288113,9.582400,12.319446,8.517801,1005.525180,2.432415,2.350805,1.157318,1.201744,1.190313,2.259928,2.511179,2.142158
b0.0300-c0.0300,1.680500,-15780.780945,-15780.780945,11.509003,10.433465,3.180016,3.331166,3.289528,3.180004,3.331164,3.289530,9.631800,12.319446,8.474120,1005.525826,2.443130,2.345018,1.156886,1.203322,1.190744,2.265070,2.511179,2.137017
